생년월일,성별,등급,차 종,구매한 제품,구매 날짜,금액,거래 방식,구매 횟수,구매 경로,주소,나이,연령대,구매 시즌,고객 등급 점수,브랜드,차급,최근 구매 고객,누적 구매 금액,평균 구매 금액,구매 요일,지역 카테고리,고객 충성도 지수,할부 여부,마지막 구매 이후 기간,구매 주기,구매 요일 카테고리,고객 평생 가치
1955-06-23,여,일반,대형 suv,G80 (RG3),2023-03-25,83330000,2,1,1,경기도 수원시 영통구 원천동,70,66세 이상,봄,2,제네시스,SUV,True,1296560000,61066154,5,경기도,0.817,1,23.967,-2.53,주말,1058793637
1961-05-28,남,일반,준중형 세단,G70 (IK),2023-08-27,55580000,1,5,0,광주광역시 서구 치평동,64,51~65세,여름,2,제네시스,소형,True,1172260000,60506667,6,광주광역시,3.692,1,18.8,-13.67,주말,4327568802
1959-04-27,여,일반,소형 해치백,Avante (CN7 N),2025-02-10,54060000,3,2,1,경기도 수원시 영통구 원천동,66,66세 이상,겨울,2,현대,소형,True,1350620000,61066154,0,경기도,1.701,1,1.033,22.93,평일,2297854010
2002-07-01,여,이탈가능,중형 suv,NEXO (FE),2024-01-16,62760000,1,2,0,경기도 성남시 분당구 정자동,23,20대 이하,겨울,0,기아,SUV,True,810140000,58401053,1,경기도,1.021,1,14.067,-2.43,평일,826753860
1963-09-08,여,신규,준대형 세단,G70 (IK),2024-12-26,67440000,2,5,1,충청북도 청주시 상당구 낙실동,62,51~65세,겨울,1,제네시스,중형,True,1093870000,56854783,3,충청북도,3.445,1,2.567,0.77,평일,3768144184
1995-01-09,남,일반,픽업트럭,NEXO (FE),2023-06-11,44780000,3,4,0,경기도 수원시 영통구 원천동,30,26~35세,여름,2,기아,트럭,True,1395400000,61066154,6,경기도,3.515,1,21.367,-20.33,주말,4905502633
1977-03-28,남,vip,소형 해치백,NEXO (FE),2024-07-21,46850000,2,1,0,서울특별시 종로구 청운동,48,36~50세,여름,3,기아,소형,True,1194080000,56644400,6,서울특별시,0.752,1,7.833,1.0,주말,898034317
2001-09-01,여,신규,소형 해치백,Santa-Fe ™,2025-03-07,50720000,3,5,0,울산광역시 남구 달동,24,20대 이하,봄,1,현대,소형,True,1134540000,60935000,4,울산광역시,3.573,1,0.2,0.23,평일,4053551670
1967-09-01,여,일반,대형 suv,Santa-Fe ™,2024-03-02,42510000,1,4,0,경상북도 포항시 남구 대도동,58,51~65세,봄,2,현대,SUV,True,705160000,56614375,5,경상북도,1.777,1,12.533,4.87,주말,1252741354
1996-02-04,남,일반,대형 suv,Avante (CN7 N),2025-02-01,36500000,3,5,1,부산광역시 해운대구 우동,29,26~35세,겨울,2,현대,SUV,True,1105110000,56399524,5,부산광역시,3.48,0,1.333,12.57,주말,3845980753
1982-08-24,여,이탈가능,소형 해치백,G80 (RG3),2024-02-09,88690000,3,4,1,서울특별시 강남구 역삼동,43,36~50세,겨울,0,제네시스,소형,True,816560000,63893125,4,서울특별시,2.057,1,13.267,7.27,평일,1679818189
1974-10-12,여,vip,픽업트럭,NEXO (FE),2023-08-07,33070000,1,3,0,경기도 성남시 분당구 정자동,51,51~65세,여름,3,기아,트럭,True,843210000,58401053,0,경기도,1.593,0,19.467,-5.4,평일,1343441736
1963-12-17,남,일반,준대형 세단,G70 (IK),2025-01-01,84160000,3,1,1,울산광역시 남구 달동,62,51~65세,겨울,2,제네시스,중형,True,1218700000,60935000,2,울산광역시,0.768,1,2.367,-2.17,평일,935448121
1983-04-17,남,일반,준대형 세단,G70 (IK),2024-09-25,36850000,1,3,1,서울특별시 종로구 청운동,42,36~50세,가을,2,제네시스,중형,True,1230930000,56644400,2,서울특별시,2.326,0,5.633,2.2,평일,2862951903
1986-12-26,여,신규,준대형 세단,Avante (CN7 N),2024-06-19,59410000,1,1,0,경기도 성남시 분당구 정자동,39,36~50세,여름,1,현대,중형,True,902620000,58401053,2,경기도,0.569,1,8.9,10.57,평일,513140141
1969-01-06,남,일반,중형 suv,G70 (IK),2025-02-08,46640000,3,1,0,전라북도 전주시 완산구 덕진동,56,51~65세,겨울,2,제네시스,SUV,True,718800000,60225714,5,전라북도,0.453,1,1.1,6.7,주말,325418487
1975-07-01,여,이탈가능,준중형 세단,Santa-Fe ™,2023-12-07,78930000,3,1,1,충청북도 청주시 상당구 낙실동,50,36~50세,겨울,0,현대,소형,True,1172800000,56854783,3,충청북도,0.739,1,15.4,-12.83,평일,866311340
1959-05-12,여,이탈가능,소형 해치백,G80 (RG3),2024-12-15,63210000,1,3,0,경상남도 창원시 의창구 봉곡동,66,66세 이상,겨울,0,제네시스,소형,True,683740000,58702308,6,경상남도,1.292,1,2.933,12.87,주말,883342883
1972-04-08,남,vip,중형 suv,G80 (RG3),2024-11-24,86560000,2,2,0,서울특별시 강남구 역삼동,53,51~65세,가을,3,제네시스,SUV,True,903120000,63893125,6,서울특별시,1.138,1,3.633,9.63,주말,1027417598
1959-08-02,여,vip,소형 해치백,Avante (CN7 N),2024-07-24,71030000,1,2,1,경기도 수원시 영통구 원천동,66,66세 이상,여름,3,현대,소형,True,1466430000,61066154,2,경기도,1.847,1,7.733,13.63,평일,2708811308
1986-05-25,남,이탈가능,중형 suv,G70 (IK),2025-02-16,46720000,1,4,1,부산광역시 해운대구 우동,39,36~50세,겨울,0,제네시스,SUV,True,1151830000,56399524,6,부산광역시,2.902,1,0.833,0.5,주말,3342434054
1964-04-14,여,이탈가능,준중형 세단,G70 (IK),2023-08-28,51540000,2,2,0,광주광역시 서구 치평동,61,51~65세,여름,0,제네시스,소형,True,1223800000,60506667,0,광주광역시,1.542,1,18.767,0.03,평일,1886587610
1981-05-10,남,vip,중형 suv,NEXO (FE),2023-05-09,40970000,2,4,0,대전광역시 유성구 봉명동,44,36~50세,봄,3,기아,SUV,True,674460000,56525385,1,대전광역시,1.699,1,22.467,-14.5,평일,1146036560
1972-03-12,여,신규,준중형 세단,G80 (RG3),2023-07-30,41620000,1,3,1,충청북도 청주시 상당구 낙실동,53,51~65세,여름,1,제네시스,소형,True,1214420000,56854783,6,충청북도,2.295,1,19.733,-4.33,주말,2786667554
1969-05-19,여,일반,대형 suv,G70 (IK),2023-04-23,33470000,1,1,1,서울특별시 종로구 청운동,56,51~65세,봄,2,제네시스,SUV,True,1264400000,56644400,6,서울특별시,0.796,0,23.0,-17.37,주말,1006920213
1966-05-04,여,vip,중형 suv,G80 (RG3),2024-06-24,48350000,2,1,1,경기도 성남시 분당구 정자동,59,51~65세,여름,3,제네시스,SUV,True,950970000,58401053,0,경기도,0.599,1,8.733,0.17,평일,569586540
1983-10-08,여,vip,중형 suv,Santa-Fe ™,2025-02-26,38960000,3,5,1,서울특별시 강남구 역삼동,42,36~50세,겨울,3,현대,SUV,True,942080000,63893125,2,서울특별시,2.967,0,0.5,3.13,평일,2794934643
2002-07-29,여,vip,대형 suv,Avante (CN7 N),2023-06-22,62910000,2,1,1,전라남도 목포시 부주동,23,20대 이하,여름,3,현대,SUV,True,575180000,60148462,3,전라남도,0.362,1,21.0,-19.33,평일,208369254
1990-12-09,남,vip,소형 해치백,Santa-Fe ™,2024-07-16,82580000,3,5,0,전라남도 목포시 부주동,35,26~35세,여름,3,현대,소형,True,657760000,60148462,1,전라남도,2.071,1,8.0,13.0,평일,1362482735
1983-03-05,여,이탈가능,준중형 세단,G80 (RG3),2023-08-08,72970000,3,1,1,경기도 성남시 분당구 정자동,42,36~50세,여름,0,제네시스,소형,True,1023940000,58401053,1,경기도,0.645,1,19.433,-10.7,평일,660351399
1966-01-12,여,이탈가능,준중형 세단,Avante (CN7 N),2024-10-18,45780000,1,5,1,경기도 성남시 분당구 정자동,59,51~65세,가을,0,현대,소형,True,1069720000,58401053,4,경기도,3.369,1,4.867,14.57,평일,3603597859
1960-07-13,남,일반,소형 해치백,NEXO (FE),2024-11-13,42150000,1,5,1,서울특별시 종로구 청운동,65,51~65세,가을,2,기아,소형,True,1306550000,56644400,2,서울특별시,4.115,1,4.0,19.0,평일,5375862566
1984-11-30,여,이탈가능,준중형 세단,G80 (RG3),2025-01-18,47850000,3,2,0,경기도 수원시 영통구 원천동,41,36~50세,겨울,0,제네시스,소형,True,1514280000,61066154,5,경기도,1.907,1,1.8,5.93,주말,2888473935
1954-04-06,남,vip,픽업트럭,NEXO (FE),2024-12-23,80220000,1,3,0,전라남도 목포시 부주동,71,66세 이상,겨울,3,기아,트럭,True,737980000,60148462,0,전라남도,1.394,1,2.667,5.33,평일,1029050110
1956-01-22,여,신규,준대형 세단,G70 (IK),2024-09-09,39500000,3,3,1,경상남도 창원시 의창구 봉곡동,69,66세 이상,가을,1,제네시스,중형,True,723240000,58702308,0,경상남도,1.367,0,6.167,-3.23,평일,988353295
1958-03-21,남,신규,소형 해치백,Avante (CN7 N),2024-03-15,32560000,2,5,0,부산광역시 해운대구 우동,67,66세 이상,봄,1,현대,소형,True,1184390000,56399524,4,부산광역시,3.73,0,12.1,-11.27,평일,4417591490
2003-11-14,남,vip,중형 suv,G70 (IK),2024-04-10,73440000,1,5,0,경기도 수원시 영통구 원천동,22,20대 이하,봄,3,제네시스,SUV,True,1587720000,61066154,2,경기도,5.0,1,11.233,-9.43,평일,7938600000
1975-10-13,남,일반,대형 suv,G80 (RG3),2024-11-09,37590000,1,5,1,전라북도 전주시 완산구 덕진동,50,36~50세,가을,2,제네시스,SUV,True,756390000,60225714,5,전라북도,2.382,0,4.133,-3.03,주말,1801721437
1985-07-18,여,신규,중형 suv,NEXO (FE),2024-07-02,88110000,2,5,1,광주광역시 서구 치평동,40,36~50세,여름,1,기아,SUV,True,1311910000,60506667,1,광주광역시,4.131,1,8.467,10.3,평일,5420060993
1977-05-21,여,vip,소형 해치백,Avante (CN7 N),2024-01-22,35270000,3,3,0,충청남도 천안시 동남구 성성동,48,36~50세,겨울,3,현대,소형,True,613560000,48790714,0,충청남도,1.159,0,13.867,3.53,평일,711314099
1955-03-14,여,이탈가능,대형 suv,G80 (RG3),2023-04-18,58550000,2,2,1,경상북도 포항시 남구 대도동,70,66세 이상,봄,0,제네시스,SUV,True,763710000,56614375,1,경상북도,0.962,1,23.167,-10.63,평일,734705067
1999-02-28,남,일반,준대형 세단,G80 (RG3),2023-07-19,30240000,2,1,1,서울특별시 강남구 역삼동,26,26~35세,여름,2,제네시스,중형,True,972320000,63893125,2,서울특별시,0.612,0,20.1,-19.6,평일,595448935
1982-07-15,남,일반,소형 해치백,Santa-Fe ™,2024-01-07,63000000,3,2,1,광주광역시 서구 치평동,43,36~50세,겨울,2,현대,소형,True,1374910000,60506667,6,광주광역시,1.732,1,14.367,-5.9,주말,2381247963
1969-12-24,여,vip,픽업트럭,Santa-Fe ™,2024-10-25,39900000,3,3,1,경기도 성남시 분당구 정자동,56,51~65세,가을,3,현대,트럭,True,1109620000,58401053,4,경기도,2.097,0,4.633,0.23,평일,2326461614
1962-01-28,여,vip,준대형 세단,G70 (IK),2023-12-14,74130000,3,2,0,서울특별시 종로구 청운동,63,51~65세,겨울,3,제네시스,중형,True,1380680000,56644400,3,서울특별시,1.739,1,15.167,-11.17,평일,2401276374
1964-12-10,여,신규,중형 suv,G80 (RG3),2024-06-03,49970000,3,5,1,서울특별시 강남구 역삼동,61,51~65세,여름,1,제네시스,SUV,True,1022290000,63893125,0,서울특별시,3.219,1,9.433,10.67,평일,3291124518
1997-01-18,여,이탈가능,대형 suv,G70 (IK),2024-01-19,36350000,1,3,1,충청북도 청주시 상당구 낙실동,28,26~35세,겨울,0,제네시스,SUV,True,1250770000,56854783,4,충청북도,2.363,0,13.967,5.77,평일,2955985173
1999-12-03,여,이탈가능,중형 suv,Santa-Fe ™,2023-12-27,75750000,3,3,0,인천광역시 남동구 구월동,26,26~35세,겨울,0,현대,SUV,True,986430000,58025294,2,인천광역시,1.864,1,14.733,-9.83,평일,1838568787
1990-06-02,여,일반,소형 해치백,G70 (IK),2024-04-12,71030000,2,2,0,경상북도 포항시 남구 대도동,35,26~35세,봄,2,제네시스,소형,True,834740000,56614375,4,경상북도,1.051,1,11.167,12.0,평일,877725125
1975-01-29,남,이탈가능,대형 suv,G80 (RG3),2023-06-04,36960000,1,4,1,광주광역시 서구 치평동,50,36~50세,여름,0,제네시스,SUV,True,1411870000,60506667,6,광주광역시,3.557,0,21.6,-7.23,주말,5021985985
1961-02-06,여,vip,준대형 세단,G70 (IK),2023-03-13,56890000,2,5,0,충청북도 청주시 상당구 낙실동,64,51~65세,봄,3,제네시스,중형,True,1307660000,56854783,0,충청북도,4.118,1,24.367,-10.4,평일,5385000742
1958-06-16,남,신규,픽업트럭,Santa-Fe ™,2023-10-27,71090000,2,4,1,경상북도 포항시 남구 대도동,67,66세 이상,가을,1,현대,트럭,True,905830000,56614375,4,경상북도,2.282,1,16.767,-5.6,평일,2067185622
1978-10-17,여,vip,준중형 세단,Santa-Fe ™,2024-05-17,60370000,1,2,1,대전광역시 유성구 봉명동,47,36~50세,봄,3,현대,소형,True,734830000,56525385,4,대전광역시,0.926,1,10.0,12.47,평일,680189364
1973-06-05,남,이탈가능,중형 suv,NEXO (FE),2023-12-31,35430000,2,4,1,서울특별시 종로구 청운동,52,51~65세,겨울,0,기아,SUV,True,1416110000,56644400,6,서울특별시,3.568,0,14.6,0.57,주말,5052194422
1981-06-21,남,이탈가능,중형 suv,G80 (RG3),2024-01-31,40290000,2,1,0,광주광역시 서구 치평동,44,36~50세,겨울,0,제네시스,SUV,True,1452160000,60506667,2,광주광역시,0.915,1,13.567,8.03,평일,1328174153
1984-05-27,남,일반,대형 suv,Santa-Fe ™,2024-06-05,77340000,3,4,1,대구광역시 수성구 범어동,41,36~50세,여름,2,현대,SUV,True,1012600000,58729444,2,대구광역시,2.551,1,9.367,-7.4,평일,2583223138
1958-07-11,여,신규,준중형 세단,G80 (RG3),2024-12-20,86770000,1,2,1,전라북도 전주시 완산구 덕진동,67,66세 이상,겨울,1,제네시스,소형,True,843160000,60225714,4,전라북도,1.062,1,2.767,1.37,평일,895521610
1976-06-27,여,신규,준대형 세단,Avante (CN7 N),2023-08-24,69510000,3,3,0,충청남도 천안시 동남구 성성동,49,36~50세,여름,1,현대,중형,True,683070000,48790714,3,충청남도,1.291,1,18.9,-5.03,평일,881612548
1968-01-22,여,vip,준대형 세단,NEXO (FE),2024-01-12,39890000,2,2,1,경상남도 창원시 의창구 봉곡동,57,51~65세,겨울,3,기아,중형,True,763130000,58702308,4,경상남도,0.961,0,14.2,-8.03,평일,733589546
1984-01-10,남,신규,소형 해치백,G80 (RG3),2024-01-30,44530000,3,2,1,대구광역시 수성구 범어동,41,36~50세,겨울,1,제네시스,소형,True,1057130000,58729444,1,대구광역시,1.332,1,13.6,-4.23,평일,1407708962
1960-06-24,여,vip,대형 suv,G80 (RG3),2024-06-28,43950000,3,5,0,전라남도 목포시 부주동,65,51~65세,여름,3,제네시스,SUV,True,781930000,60148462,4,전라남도,2.462,1,8.6,-5.93,평일,1925448205
